Order ID,Order Date,Customer Name,Region,City,Category,Sub-Category,Product Name,Quantity,Unit Price,Discount,Sales,Profit,Payment Mode,Discount_Rate,calculated_sales,sales_diff,Profit_Margin,Order_Year,Order_Month,Order_Day,Order_Weekday,Season
10053,2025-09-02,Elakshi Bajwa,West,Goa,Books,Biography,Biography Illum,5,12976,0,64880.0,11967.13,Cod,0.0,64880.0,0.0,0.18445021578298396,2025,9,2,1,Fall
10054,2024-04-15,Jayant Kala,West,Pune,Clothing,Women'S Wear,Women's Wear Odio,3,27698,20,66475.2,8946.95,Upi,0.2,66475.2,0.0,0.13459079476255809,2024,4,15,0,Spring
10055,2023-12-09,Biju Mannan,East,Bhubaneswar,Sports,Tennis Racket,Tennis Racket Ea,2,28261,15,48043.7,10879.68,Debit Card,0.15,48043.7,0.0,0.22645383265651897,2023,12,9,5,winter
10056,2024-05-19,Alisha Sampath,North,Jaipur,Furniture,Bed,Bed Molestias,5,42462,0,212310.0,11609.02,Net Banking,0.0,212310.0,0.0,0.05467957232348924,2024,5,19,6,Spring
10057,2023-12-05,Rhea Krishnamurthy,East,Patna,Home Decor,Wall Art,Wall Art Excepturi,4,62926,0,251704.0,40267.43,Credit Card,0.0,251704.0,0.0,0.15997930108381272,2023,12,5,1,winter
10058,2024-10-16,Samarth Chatterjee,East,Patna,Toys,Puzzle,Puzzle Ut,4,73473,15,249808.2,56964.33,Net Banking,0.15,249808.19999999998,2.9103830456733704e-11,0.22803226635474735,2024,10,16,2,Fall
10059,2024-10-09,Ojas Konda,West,Pune,Furniture,Cabinet,Cabinet Odit,3,29226,15,74526.3,17899.47,Net Banking,0.15,74526.3,0.0,0.24017655512215152,2024,10,9,2,Fall
10060,2025-05-16,Heer Saran,West,Mumbai,Home Decor,Vase,Vase Necessitatibus,2,9860,10,17748.0,4403.6,Credit Card,0.1,17748.0,0.0,0.2481180978138382,2025,5,16,4,Spring
10061,2025-04-30,Manikya Dar,West,Ahmedabad,Sports,Football,Football Eveniet,5,17665,0,88325.0,17529.47,Upi,0.0,88325.0,0.0,0.19846555335409002,2025,4,30,2,Spring
10062,2024-04-09,Azad Kunda,South,Chennai,Kitchen,Cookware Set,Cookware Set Nisi,2,13751,15,23376.7,5552.74,Debit Card,0.15,23376.7,0.0,0.23753309919706372,2024,4,9,1,Spring
10063,2025-01-26,Drishya Apte,West,Pune,Kitchen,Juicer,Juicer Totam,5,11226,10,50517.0,2567.28,Debit Card,0.1,50517.0,0.0,0.050820119959617556,2025,1,26,6,winter
10064,2023-12-27,Shray Arya,West,Pune,Toys,Action Figure,Action Figure Cum,4,70618,5,268348.4,50743.1,Cod,0.05,268348.39999999997,5.820766091346741e-11,0.18909410303918336,2023,12,27,2,winter
10065,2024-06-23,Ritvik Madan,South,Bangalore,Books,Biography,Biography Nobis,3,37492,15,95604.6,19263.79,Upi,0.15,95604.59999999999,1.4551915228366852e-11,0.20149438416143156,2024,6,23,6,Summer
10066,2024-06-22,Purab Batta,North,Chandigarh,Kitchen,Juicer,Juicer Vero,2,34997,0,69994.0,11129.92,Cod,0.0,69994.0,0.0,0.15901248678458155,2024,6,22,5,Summer
10067,2025-05-28,Purab Krishna,West,Surat,Kitchen,Mixer Grinder,Mixer Grinder Recusandae,2,71572,10,128829.6,14012.66,Credit Card,0.1,128829.6,0.0,0.10876894750895756,2025,5,28,2,Spring
10068,2024-02-23,Manikya Srinivasan,West,Goa,Books,Biography,Biography Ad,5,38936,5,184946.0,30144.65,Cod,0.05,184946.0,0.0,0.16299162998929417,2024,2,23,4,winter
10069,2023-11-24,Raghav Gara,East,Bhubaneswar,Home Decor,Vase,Vase Molestiae,1,19506,0,19506.0,2911.1,Net Banking,0.0,19506.0,0.0,0.14924125909976418,2023,11,24,4,Fall
10070,2025-01-02,Raghav Sabharwal,East,Ranchi,Sports,Tennis Racket,Tennis Racket At,5,48227,10,217021.5,52730.72,Upi,0.1,217021.5,0.0,0.24297463615356082,2025,1,2,3,winter
10071,2024-08-31,Tanya Vora,South,Bangalore,Sports,Tennis Racket,Tennis Racket Ipsa,3,2697,5,7686.45,387.48,Net Banking,0.05,7686.45,0.0,0.05041078781492107,2024,8,31,5,Summer
10072,2025-06-18,Mannat Dhaliwal,East,Ranchi,Toys,Rc Car,RC Car Eius,4,47678,20,152569.6,13719.94,Debit Card,0.2,152569.6,0.0,0.0899257781366668,2025,6,18,2,Summer
10073,2025-04-01,Drishya Korpal,North,Chandigarh,Home Decor,Cushion,Cushion Quis,1,39545,15,33613.25,4294.42,Cod,0.15,33613.25,0.0,0.1277597376034748,2025,4,1,1,Spring
10074,2024-03-14,Vritika Gade,West,Pune,Toys,Puzzle,Puzzle Nesciunt,5,60787,15,258344.75,33333.56,Credit Card,0.15,258344.75,0.0,0.129027433303754,2024,3,14,3,Spring
10075,2024-12-09,Neysa Ganguly,North,Amritsar,Toys,Action Figure,Action Figure Placeat,1,26035,20,20828.0,2957.26,Net Banking,0.2,20828.0,0.0,0.14198482811599772,2024,12,9,0,winter
10076,2025-01-17,Adah Kaul,West,Ahmedabad,Clothing,Kids Wear,Kids Wear Aut,5,41865,10,188392.5,36655.65,Cod,0.1,188392.5,0.0,0.1945706437358175,2025,1,17,4,winter
10077,2025-03-04,Shalv Subramaniam,North,Lucknow,Kitchen,Cookware Set,Cookware Set Libero,4,76576,10,275673.6,39540.52,Net Banking,0.1,275673.60000000003,5.820766091346741e-11,0.14343237800065003,2025,3,4,1,Spring
10078,2024-04-10,Chirag Hans,South,Bangalore,Electronics,Camera,Camera Nostrum,2,33749,20,53998.4,6954.99,Cod,0.2,53998.4,0.0,0.12879992740525645,2024,4,10,2,Spring
10079,2024-07-05,Saanvi Deshmukh,West,Pune,Kitchen,Refrigerator,Refrigerator Sequi,4,46014,15,156447.6,8166.96,Upi,0.15,156447.6,0.0,0.052202526596764665,2024,7,5,4,Summer
10080,2025-02-17,Yakshit Bajwa,West,Surat,Beauty,Lipstick,Lipstick At,5,55423,10,249403.5,15673.19,Debit Card,0.1,249403.5,0.0,0.06284270268861504,2025,2,17,0,winter
10081,2023-12-05,Jayan Lall,South,Coimbatore,Furniture,Cabinet,Cabinet Nobis,5,5463,5,25949.25,1306.37,Debit Card,0.05,25949.25,0.0,0.05034326618303033,2023,12,5,1,winter
10082,2024-12-13,Kashvi Bakshi,South,Hyderabad,Sports,Yoga Mat,Yoga Mat Deserunt,1,4714,0,4714.0,547.63,Cod,0.0,4714.0,0.0,0.11617098005939754,2024,12,13,4,winter
10083,2025-06-20,Myra Goda,East,Ranchi,Sports,Tennis Racket,Tennis Racket Cupiditate,4,31170,10,112212.0,22964.29,Debit Card,0.1,112212.0,0.0,0.2046509285994368,2025,6,20,4,Summer
10084,2024-07-20,Jayesh Ramachandran,West,Goa,Home Decor,Vase,Vase Similique,1,8927,20,7141.6,1373.47,Cod,0.2,7141.6,0.0,0.19231964825809342,2024,7,20,5,Summer
10085,2024-11-01,Hazel Reddy,East,Bhubaneswar,Furniture,Cabinet,Cabinet Natus,1,16256,5,15443.2,1764.79,Credit Card,0.05,15443.199999999999,1.8189894035458565e-12,0.11427618628263572,2024,11,1,4,Fall
10086,2025-06-02,Shamik Keer,East,Guwahati,Toys,Board Game,Board Game Sequi,2,22240,0,44480.0,8602.03,Upi,0.0,44480.0,0.0,0.19339096223021585,2025,6,2,0,Summer
10087,2024-03-29,Saira Trivedi,West,Goa,Groceries,Oil,Oil Modi,3,62172,0,186516.0,23035.44,Debit Card,0.0,186516.0,0.0,0.12350382808981535,2024,3,29,4,Spring
10088,2023-11-15,Baiju Dube,North,Lucknow,Sports,Tennis Racket,Tennis Racket Aperiam,5,39458,5,187425.5,44132.79,Cod,0.05,187425.5,0.0,0.23546843945994542,2023,11,15,2,Fall
10089,2024-12-25,Ehsaan Butala,South,Thiruvananthapuram,Books,Comics,Comics Voluptatibus,4,34376,5,130628.8,15353.38,Net Banking,0.05,130628.79999999999,1.4551915228366852e-11,0.11753441813750107,2024,12,25,2,winter
10090,2025-02-26,Bhavin Toor,West,Mumbai,Clothing,Kids Wear,Kids Wear Ipsa,4,53084,15,180485.6,19220.42,Credit Card,0.15,180485.6,0.0,0.10649281715549605,2025,2,26,2,winter
10091,2025-06-08,Romil Sawhney,East,Guwahati,Beauty,Lipstick,Lipstick Nostrum,3,60656,0,181968.0,26322.7,Debit Card,0.0,181968.0,0.0,0.14465565374131717,2025,6,8,6,Summer
10092,2025-01-29,Mamooty Mannan,North,Chandigarh,Electronics,Camera,Camera Ipsa,1,73564,15,62529.4,13309.3,Credit Card,0.15,62529.4,0.0,0.21284867598281768,2025,1,29,2,winter
10093,2025-01-11,Reyansh Saraf,East,Patna,Furniture,Sofa,Sofa Quaerat,5,26060,5,123785.0,24340.25,Upi,0.05,123785.0,0.0,0.19663327543725007,2025,1,11,5,winter
10094,2025-01-08,Jayesh Madan,South,Hyderabad,Beauty,Perfume,Perfume Qui,4,72702,5,276267.6,35015.76,Debit Card,0.05,276267.6,0.0,0.1267458073259405,2025,1,8,2,winter
10095,2024-01-12,Kiaan Ranganathan,East,Patna,Electronics,Camera,Camera Temporibus,2,40818,20,65308.8,5824.16,Upi,0.2,65308.8,0.0,0.08917879366945955,2024,1,12,4,winter
10096,2024-05-31,Riya Varughese,West,Pune,Groceries,Spices,Spices Reiciendis,3,24183,0,72549.0,17203.3,Credit Card,0.0,72549.0,0.0,0.23712663165584638,2024,5,31,4,Spring
10097,2024-10-17,Yasmin Warrior,East,Patna,Groceries,Oil,Oil Non,4,19526,15,66388.4,12866.73,Credit Card,0.15,66388.4,0.0,0.19380991257508842,2024,10,17,3,Fall
10098,2023-11-26,Vihaan Bhalla,West,Mumbai,Books,Fiction,Fiction Nemo,5,54037,0,270185.0,58810.96,Net Banking,0.0,270185.0,0.0,0.21766922664100524,2023,11,26,6,Fall
10099,2024-02-12,Eshani Sani,South,Thiruvananthapuram,Sports,Yoga Mat,Yoga Mat Optio,5,63813,0,319065.0,36797.04,Credit Card,0.0,319065.0,0.0,0.11532772319119929,2024,2,12,0,winter
10100,2023-12-24,Arnav Badami,North,Lucknow,Electronics,Mobile,Mobile Harum,3,74680,10,201636.0,41541.42,Credit Card,0.1,201636.0,0.0,0.20602184133785634,2023,12,24,6,winter
10101,2025-06-16,Umang Virk,South,Coimbatore,Clothing,Accessories,Accessories Natus,4,13189,10,47480.4,10986.33,Net Banking,0.1,47480.4,0.0,0.2313866353274193,2025,6,16,0,Summer
10102,2024-11-04,Ira Soni,East,Bhubaneswar,Sports,Dumbbells,Dumbbells Quos,4,1138,10,4096.8,888.13,Credit Card,0.1,4096.8,0.0,0.2167862722124585,2024,11,4,0,Fall
10103,2025-08-14,Arnav Karpe,East,Ranchi,Furniture,Sofa,Sofa Repudiandae,5,76226,20,304904.0,22939.07,Credit Card,0.2,304904.0,0.0,0.07523374570356571,2025,8,14,3,Summer
10104,2025-02-10,Hansh Kaul,West,Surat,Toys,Doll,Doll Totam,3,31343,15,79924.65,18762.37,Net Banking,0.15,79924.65,0.0,0.23475073084461429,2025,2,10,0,winter
10105,2023-11-17,Ela Srivastava,North,Lucknow,Home Decor,Lamp,Lamp Pariatur,4,61338,15,208549.2,40557.88,Net Banking,0.15,208549.19999999998,2.9103830456733704e-11,0.19447631542101335,2023,11,17,4,Fall
10106,2024-05-19,Elakshi Sachdev,West,Mumbai,Furniture,Table,Table Laudantium,1,8623,20,6898.4,677.28,Debit Card,0.2,6898.400000000001,9.094947017729282e-13,0.09817928795082918,2024,5,19,6,Spring
10107,2024-10-27,Emir Ramanathan,South,Chennai,Sports,Dumbbells,Dumbbells Aspernatur,3,41142,5,117254.7,7179.82,Net Banking,0.05,117254.7,0.0,0.06123268406298425,2024,10,27,6,Fall
10108,2024-06-08,Prisha Shenoy,South,Coimbatore,Clothing,Kids Wear,Kids Wear Architecto,5,13088,10,58896.0,11457.13,Debit Card,0.1,58896.0,0.0,0.19453154713393098,2024,6,8,5,Summer
10109,2024-09-07,Parinaaz Luthra,North,Jaipur,Furniture,Bed,Bed Officiis,1,44965,10,40468.5,3617.94,Debit Card,0.1,40468.5,0.0,0.08940138626339005,2024,9,7,5,Fall
10110,2025-01-05,Aarna Bandi,West,Goa,Toys,Rc Car,RC Car Incidunt,4,28822,10,103759.2,25441.67,Net Banking,0.1,103759.2,0.0,0.2451991726998666,2025,1,5,6,winter
10111,2024-10-22,Rasha Bansal,North,Amritsar,Electronics,Camera,Camera Dignissimos,2,30299,10,54538.2,10554.74,Credit Card,0.1,54538.200000000004,7.275957614183426e-12,0.19352930606437324,2024,10,22,1,Fall
10112,2024-04-12,Alisha Amble,North,Chandigarh,Kitchen,Microwave,Microwave Vero,2,44595,20,71352.0,5019.37,Net Banking,0.2,71352.0,0.0,0.07034659154613745,2024,4,12,4,Spring
10113,2023-10-04,Aniruddh Ratti,South,Coimbatore,Furniture,Table,Table Repudiandae,3,32301,20,77522.4,10882.22,Net Banking,0.2,77522.40000000001,1.4551915228366852e-11,0.1403751689834164,2023,10,4,2,Fall
10114,2023-11-30,Ishita Bajwa,South,Bangalore,Home Decor,Cushion,Cushion Dignissimos,3,78217,0,234651.0,18949.32,Cod,0.0,234651.0,0.0,0.08075533451807151,2023,11,30,3,Fall
10115,2024-11-23,Farhan Sarkar,South,Chennai,Toys,Board Game,Board Game Earum,5,19154,15,81404.5,8267.53,Cod,0.15,81404.5,0.0,0.10156109305996598,2024,11,23,5,Fall
10116,2025-05-15,Aniruddh Kothari,West,Pune,Kitchen,Juicer,Juicer In,4,25790,20,82528.0,4856.22,Debit Card,0.2,82528.0,0.0,0.058843301667312914,2025,5,15,3,Spring
10117,2024-05-10,Samar Kumar,East,Kolkata,Beauty,Lipstick,Lipstick Soluta,3,78010,10,210627.0,20117.45,Upi,0.1,210627.0,0.0,0.09551220878614802,2024,5,10,4,Spring
10118,2025-01-30,Ishaan Golla,East,Ranchi,Kitchen,Microwave,Microwave Aperiam,4,8753,5,33261.4,4190.2,Upi,0.05,33261.4,0.0,0.12597786022235985,2025,1,30,3,winter
10119,2024-09-26,Aniruddh Wagle,West,Surat,Kitchen,Microwave,Microwave Reiciendis,5,49477,20,197908.0,38220.91,Credit Card,0.2,197908.0,0.0,0.19312463366816907,2024,9,26,3,Fall
10120,2025-01-10,Nishith Tara,South,Coimbatore,Sports,Yoga Mat,Yoga Mat Vel,1,54160,15,46036.0,9505.54,Cod,0.15,46036.0,0.0,0.20648058041532716,2025,1,10,4,winter
10121,2025-05-16,Yakshit Bakshi,South,Thiruvananthapuram,Sports,Football,Football Eum,2,58592,5,111324.8,9680.25,Debit Card,0.05,111324.79999999999,1.4551915228366852e-11,0.08695501810917244,2025,5,16,4,Spring
10122,2025-04-25,Navya Amble,South,Hyderabad,Electronics,Laptop,Laptop Amet,1,6284,0,6284.0,888.46,Debit Card,0.0,6284.0,0.0,0.14138446849140676,2025,4,25,4,Spring
10123,2025-06-23,Heer Lata,North,Delhi,Groceries,Spices,Spices Non,4,79276,20,253683.2,28531.58,Upi,0.2,253683.2,0.0,0.11246933182804379,2025,6,23,0,Summer
10124,2024-12-02,Jiya Tandon,North,Jaipur,Clothing,Shoes,Shoes Recusandae,3,22072,20,52972.8,2832.75,Net Banking,0.2,52972.8,0.0,0.053475557267125766,2024,12,2,0,winter
10125,2024-11-22,Divyansh Kale,North,Lucknow,Kitchen,Juicer,Juicer Deleniti,1,61175,15,51998.75,10749.96,Debit Card,0.15,51998.75,0.0,0.20673496959061513,2024,11,22,4,Fall
10126,2024-06-03,Raunak Raj,East,Patna,Books,Fiction,Fiction Necessitatibus,3,53034,15,135236.7,16863.94,Net Banking,0.15,135236.69999999998,2.9103830456733704e-11,0.12469943439909431,2024,6,3,0,Summer
10127,2025-02-09,Mehul Magar,North,Lucknow,Groceries,Oil,Oil Laboriosam,3,20304,10,54820.8,8867.14,Upi,0.1,54820.8,0.0,0.1617477307883139,2025,2,9,6,winter
10128,2024-11-12,Gatik Sharma,West,Ahmedabad,Home Decor,Cushion,Cushion Id,3,19607,0,58821.0,9062.46,Upi,0.0,58821.0,0.0,0.15406844494313254,2024,11,12,1,Fall
10129,2025-07-31,Dhanuk Dhar,North,Jaipur,Furniture,Table,Table Placeat,1,26827,10,24144.3,4041.1,Credit Card,0.1,24144.3,0.0,0.1673728374813103,2025,7,31,3,Summer
10130,2024-03-07,Kavya Varty,South,Bangalore,Groceries,Spices,Spices Error,5,31262,15,132863.5,12796.17,Credit Card,0.15,132863.5,0.0,0.09631064965171021,2024,3,7,3,Spring
